Name,Mission Components,Mission Status,Location,Launch Time,Company,Status,Price,Liftoff Thrust kN,Payload to LEO kg,Payload to GTO kg,Stages,Strap-ons,Rocket Height m,Fairing Diameter m,Fairing Height m,Orbit,Payloads,Total Mass kg,year,Country,month,Region
Voskhod,Cosmos 603,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-10-27 11:09:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,October,Plesetsk Cosmodrome
Delta 1604,Explorer 50 (IMP-J),Success,"SLC-17B, Cape Canaveral SFS, Florida, USA",1973-10-26 02:26:00+00:00,US Air Force,Retired,,,,,3.0,6.0,,,,Highly Elliptical Orbit,1.0,371.0,1973,USA,October,Florida
Voskhod,Cosmos 602,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-10-20 10:14:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,October,Plesetsk Cosmodrome
Molniya-M/Block L,Molniya-2 n°36,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-10-19 10:26:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,44.23,2.58,6.74,Molniya Orbit,1.0,1700.0,1973,Russia,October,Plesetsk Cosmodrome
Cosmos-2 (63SM),Cosmos 601,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-10-16 14:00:00+00:00,RVSN USSR,Retired,,636.0,400.0,0.0,2.0,0.0,29.59,1.65,2.99,Low Earth Orbit,1.0,400.0,1973,Russia,October,Plesetsk Cosmodrome
Voskhod,Cosmos 600,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-10-16 12:00:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,October,Plesetsk Cosmodrome
Voskhod,Cosmos 599,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-10-15 08:45:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Kazakhstan,October,Baikonur Cosmodrome
Voskhod,Cosmos 598,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-10-10 10:45:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,October,Plesetsk Cosmodrome
Voskhod,Cosmos 597,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-10-06 12:30:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,October,Plesetsk Cosmodrome
Voskhod,Cosmos 596,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-10-03 13:00:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,October,Plesetsk Cosmodrome
Cosmos-3M,Cosmos 588 to 595,Success,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-10-02 21:46:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,8.0,400.0,1973,Russia,October,Plesetsk Cosmodrome
Titan III(24)B,KH-8 40 (Gambit-3 40),Success,"SLC-4W, Vandenberg SFB, California, USA",1973-09-27 17:15:00+00:00,US Air Force,Retired,,2410.0,4000.0,,3.0,0.0,50.0,3.05,,Low Earth Orbit,1.0,3000.0,1973,USA,September,California
Soyuz,Soyuz 12,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-09-27 12:18:00+00:00,RVSN USSR,Retired,,4456.0,6640.0,0.0,3.0,4.0,48.47,3.0,12.8,Low Earth Orbit,2.0,6720.0,1973,Kazakhstan,September,Baikonur Cosmodrome
Soyuz U,Cosmos 587,Success,"Site 43/3, Plesetsk Cosmodrome, Russia",1973-09-21 13:05:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6300.0,1973,Russia,September,Plesetsk Cosmodrome
Feng Bao 1,JSSW-1,Failure,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1973-09-18 12:12:00+00:00,MASI,Retired,,2785.0,2500.0,0.0,2.0,0.0,33.0,3.35,5.0,Low Earth Orbit,1.0,1110.0,1973,China,September,Jiuquan Satellite Launch Center
Cosmos-3M,Cosmos 586,Success,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-09-14 00:31:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,800.0,1973,Russia,September,Plesetsk Cosmodrome
Cosmos-3M,Cosmos 585,Success,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-09-08 01:50:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,750.0,1973,Russia,September,Plesetsk Cosmodrome
Voskhod,Cosmos 584,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-09-06 10:40:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,September,Plesetsk Cosmodrome
Voskhod,Cosmos 583,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-08-30 10:30:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Kazakhstan,August,Baikonur Cosmodrome
Molniya-M/Block L,Molniya-1 n°35,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-08-30 00:07:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,44.23,2.58,6.74,Molniya Orbit,1.0,1650.0,1973,Russia,August,Plesetsk Cosmodrome
Cosmos-3M,Cosmos 582,Success,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-08-28 10:08:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,400.0,1973,Russia,August,Plesetsk Cosmodrome
Voskhod,Cosmos 581,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-08-24 10:59:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Kazakhstan,August,Baikonur Cosmodrome
Atlas-SLV3D Centaur-D1A,Intelsat 4 F7,Success,"SLC-36A, Cape Canaveral SFS, Florida, USA",1973-08-23 22:57:00+00:00,General Dynamics,Retired,,,,,2.0,0.0,,,,Geostationary Transfer Orbit,1.0,1414.0,1973,USA,August,Florida
Cosmos-2 (63SM),Cosmos 580,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-08-22 11:24:00+00:00,RVSN USSR,Retired,,636.0,400.0,0.0,2.0,0.0,29.59,1.65,2.99,Low Earth Orbit,1.0,400.0,1973,Russia,August,Plesetsk Cosmodrome
Titan III(33)B Agena-D,Jumpseat 3,Success,"SLC-4W, Vandenberg SFB, California, USA",1973-08-21 16:07:00+00:00,Martin Marietta,Retired,,2300.0,,,3.0,,45.0,3.05,,Molniya Orbit,1.0,700.0,1973,USA,August,California
Voskhod,Cosmos 579,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-08-21 12:30:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,August,Plesetsk Cosmodrome
Thor LV2D Burner-2,DMSP-5B F4,Success,"SLC-10W (75-2-6), Vandenberg SFB, California, USA",1973-08-17 04:49:00+00:00,US Air Force,Retired,,,,,2.0,3.0,,,,Sun-Synchronous Orbit,1.0,513.0,1973,USA,August,California
Proton-K/Block D,Mars 7,Success,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1973-08-09 17:00:00+00:00,RVSN USSR,Retired,,8840.0,18900.0,9000.0,4.0,0.0,56.14,3.9,8.9,Heliocentric Orbit,1.0,3260.0,1973,Kazakhstan,August,Baikonur Cosmodrome
Proton-K/Block D,Mars 6,Success,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1973-08-05 17:45:00+00:00,RVSN USSR,Retired,,8840.0,18900.0,9000.0,4.0,0.0,56.14,3.9,8.9,Heliocentric Orbit,1.0,3260.0,1973,Kazakhstan,August,Baikonur Cosmodrome
Voskhod,Cosmos 578,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-08-01 14:00:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,August,Plesetsk Cosmodrome
Saturn IB,Skylab 3,Success,"LC-39B, Kennedy Space Center, Florida, USA",1973-07-28 11:10:00+00:00,NASA,Retired,,7100.0,21000.0,,2.0,0.0,43.2,,,Low Earth Orbit,1.0,20121.0,1973,USA,July,Florida
Proton-K/Block D,Mars 5,Success,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1973-07-25 18:55:00+00:00,RVSN USSR,Retired,,8840.0,18900.0,9000.0,4.0,0.0,56.14,3.9,8.9,Heliocentric Orbit,1.0,3440.0,1973,Kazakhstan,July,Baikonur Cosmodrome
Voskhod,Cosmos 577,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-07-25 11:30:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,July,Plesetsk Cosmodrome
Proton-K/Block D,Mars 4,Success,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1973-07-21 19:30:00+00:00,RVSN USSR,Retired,,8840.0,18900.0,9000.0,4.0,0.0,56.14,3.9,8.9,Heliocentric Orbit,1.0,3440.0,1973,Kazakhstan,July,Baikonur Cosmodrome
Delta 300,ITOS-E,Failure,"SLC-2W, Vandenberg SFB, California, USA",1973-07-16 17:10:00+00:00,US Air Force,Retired,,,,,2.0,3.0,,,,,,,1973,USA,July,California
Titan IIID,KH-9 6 (Hexagon 6),Success,"SLC-4E, Vandenberg SFB, California, USA",1973-07-13 20:22:00+00:00,Martin Marietta,Retired,,10587.0,12300.0,,2.0,2.0,36.0,,,Low Earth Orbit,1.0,13300.0,1973,USA,July,California
Molniya-M/Block L,Molniya-2 n°34,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-07-11 09:58:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,44.23,2.58,6.74,Molniya Orbit,1.0,1700.0,1973,Russia,July,Plesetsk Cosmodrome
Voskhod,Zenit-4M n°50,Failure,"Site 43/3, Plesetsk Cosmodrome, Russia",1973-07-04 10:59:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,July,Plesetsk Cosmodrome
Soyuz M,Cosmos 576,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-06-27 11:50:00+00:00,RVSN USSR,Retired,,995.0,6600.0,0.0,3.0,4.0,47.8,3.0,7.2,Low Earth Orbit,1.0,6300.0,1973,Russia,June,Plesetsk Cosmodrome
Cosmos-3M,Tselina-OM #20,Prelaunch Failure,"Site 132/2, Plesetsk Cosmodrome, Russia",,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,400.0,1973,Russia,June,Plesetsk Cosmodrome
Titan III(24)B,KH-8 39 (Gambit-3 39),Failure,"SLC-4W, Vandenberg SFB, California, USA",1973-06-26 17:00:00+00:00,US Air Force,Retired,,2410.0,4000.0,,3.0,0.0,50.0,3.05,,Low Earth Orbit,1.0,3000.0,1973,USA,June,California
Voskhod,Cosmos 575,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-06-21 13:29:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,June,Plesetsk Cosmodrome
Cosmos-3M,Cosmos 574,Success,"Site 132/1, Plesetsk Cosmodrome, Russia",1973-06-20 06:16:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,800.0,1973,Russia,June,Plesetsk Cosmodrome
Soyuz,Cosmos 573,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-06-15 06:00:00+00:00,RVSN USSR,Retired,,4456.0,6640.0,0.0,3.0,4.0,48.47,3.0,12.8,Low Earth Orbit,1.0,6675.0,1973,Kazakhstan,June,Baikonur Cosmodrome
Titan III(23)C,DSP-4,Success,"SLC-40, Cape Canaveral SFS, Florida, USA",1973-06-12 07:14:00+00:00,Martin Marietta,Retired,,13642.0,13100.0,3000.0,3.0,2.0,42.0,3.0,,Geostationary Earth Orbit,1.0,907.0,1973,USA,June,Florida
Delta 1913,Explorer 49 (RAE-B),Success,"SLC-17B, Cape Canaveral SFS, Florida, USA",1973-06-10 14:13:00+00:00,US Air Force,Retired,,,,,3.0,9.0,,,,Trans Lunar Injection,1.0,328.0,1973,USA,June,Florida
Voskhod,Cosmos 572,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-06-10 10:10:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Kazakhstan,June,Baikonur Cosmodrome
Cosmos-3M,Cosmos 564 to 571,Success,"Site 132/1, Plesetsk Cosmodrome, Russia",1973-06-08 15:50:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,8.0,400.0,1973,Russia,June,Plesetsk Cosmodrome
Voskhod,Cosmos 563,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-06-06 11:30:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,June,Plesetsk Cosmodrome
Cosmos-2 (63SM),Cosmos 562,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-06-05 11:29:00+00:00,RVSN USSR,Retired,,636.0,400.0,0.0,2.0,0.0,29.59,1.65,2.99,Low Earth Orbit,1.0,400.0,1973,Russia,June,Plesetsk Cosmodrome
Vostok-2M,Meteor n°26,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-05-29 10:16:00+00:00,RVSN USSR,Retired,,4570.0,5100.0,0.0,3.0,4.0,38.76,2.58,7.14,Polar Orbit,1.0,2200.0,1973,Russia,May,Plesetsk Cosmodrome
Voskhod,Cosmos 561,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-05-25 13:30:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,May,Plesetsk Cosmodrome
Saturn IB,Skylab 2,Success,"LC-39B, Kennedy Space Center, Florida, USA",1973-05-25 13:00:00+00:00,NASA,Retired,,7100.0,21000.0,,2.0,0.0,43.2,,,Low Earth Orbit,1.0,19979.0,1973,USA,May,Florida
Cosmos-3M,Zaliv #17,Failure,"Site 132/1, Plesetsk Cosmodrome, Russia",1973-05-25 09:15:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,800.0,1973,Russia,May,Plesetsk Cosmodrome
K65M-RB5,BOR-3 n°301,Success,"Site 86/1, Kapustin Yar, Russia",1973-05-24 03:50:00+00:00,RVSN USSR,Retired,,1486.0,1300.0,0.0,2.0,0.0,26.0,2.44,5.72,Suborbital,1.0,800.0,1973,Russia,May,Kapustin Yar
Voskhod,Cosmos 560,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-05-23 10:30:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,May,Plesetsk Cosmodrome
Diamant B,Castor & Pollux,Failure,"ELD, Guiana Space Centre, French Guiana, France",1973-05-21 08:47:00+00:00,CNES,Retired,,348.0,115.0,0.0,3.0,0.0,23.54,0.85,2.8,Low Earth Orbit,2.0,114.0,1973,France,May,French Guiana
Soyuz U,Cosmos 559,Success,"Site 43/3, Plesetsk Cosmodrome, Russia",1973-05-18 11:00:00+00:00,RVSN USSR,Retired,20.0,4456.0,6860.0,0.0,3.0,4.0,51.32,3.0,15.59,Low Earth Orbit,1.0,6300.0,1973,Russia,May,Plesetsk Cosmodrome
Cosmos-2 (63SM),Cosmos 558,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-05-17 13:19:00+00:00,RVSN USSR,Retired,,636.0,400.0,0.0,2.0,0.0,29.59,1.65,2.99,Low Earth Orbit,1.0,400.0,1973,Russia,May,Plesetsk Cosmodrome
Titan III(24)B,KH-8 38 (Gambit-3 38),Success,"SLC-4W, Vandenberg SFB, California, USA",1973-05-16 16:40:00+00:00,US Air Force,Retired,,2410.0,4000.0,,3.0,0.0,50.0,3.05,,Low Earth Orbit,1.0,3000.0,1973,USA,May,California
Saturn V,Skylab 1,Success,"LC-39A, Kennedy Space Center, Florida, USA",1973-05-14 17:30:00+00:00,NASA,Retired,1160.0,35100.0,140000.0,,3.0,0.0,110.6,,,Low Earth Orbit,1.0,76295.0,1973,USA,May,Florida
Proton-K,Cosmos 557,Success,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1973-05-11 00:20:00+00:00,RVSN USSR,Retired,,9469.0,20100.0,0.0,3.0,0.0,56.14,4.15,16.12,Low Earth Orbit,1.0,19400.0,1973,Kazakhstan,May,Baikonur Cosmodrome
Voskhod,Cosmos 556,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-05-05 07:00:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,May,Plesetsk Cosmodrome
Voskhod,Cosmos 555,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-04-25 10:45:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,April,Plesetsk Cosmodrome
Tsyklon-2,US-A n°10,Failure,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1973-04-25 09:10:00+00:00,RVSN USSR,Retired,,2650.0,2850.0,0.0,2.0,0.0,39.65,3.0,10.7,Low Earth Orbit,1.0,3800.0,1973,Kazakhstan,April,Baikonur Cosmodrome
Delta 1914,Anik-A2,Success,"SLC-17B, Cape Canaveral SFS, Florida, USA",1973-04-20 23:47:00+00:00,US Air Force,Retired,,,,680.0,3.0,9.0,,,,,,,1973,USA,April,Florida
Cosmos-2 (63SM),Intercosmos 9,Success,"Site 86/1, Kapustin Yar, Russia",1973-04-19 10:19:00+00:00,RVSN USSR,Retired,,636.0,400.0,0.0,2.0,0.0,29.59,1.65,2.99,Low Earth Orbit,1.0,256.0,1973,Russia,April,Kapustin Yar
Voskhod,Cosmos 554,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-04-19 08:59:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,April,Plesetsk Cosmodrome
Cosmos-2 (63SM),Cosmos 553,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-04-12 11:49:00+00:00,RVSN USSR,Retired,,636.0,400.0,0.0,2.0,0.0,29.59,1.65,2.99,Low Earth Orbit,1.0,400.0,1973,Russia,April,Plesetsk Cosmodrome
Atlas-SLV3D Centaur-D1A,Pioneer 11,Success,"SLC-36B, Cape Canaveral SFS, Florida, USA",1973-04-06 02:11:00+00:00,General Dynamics,Retired,,,,,2.0,0.0,,,,Heliocentric Orbit,1.0,259.0,1973,USA,April,Florida
Molniya-M/Block L,Molniya-2 n°33,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-04-05 11:11:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,44.23,2.58,6.74,Molniya Orbit,1.0,1700.0,1973,Russia,April,Plesetsk Cosmodrome
Proton-K,Salyut 2,Success,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1973-04-03 09:00:00+00:00,RVSN USSR,Retired,,9469.0,20100.0,0.0,3.0,0.0,56.14,4.15,16.12,Low Earth Orbit,1.0,18500.0,1973,Kazakhstan,April,Baikonur Cosmodrome
Voskhod,Cosmos 552,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-03-22 10:00:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,March,Plesetsk Cosmodrome
Vostok-2M,Meteor n°25,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-03-20 11:20:00+00:00,RVSN USSR,Retired,,4570.0,5100.0,0.0,3.0,4.0,38.76,2.58,7.14,Polar Orbit,1.0,2200.0,1973,Russia,March,Plesetsk Cosmodrome
Titan IIID,KH-9 5 (Hexagon 5),Success,"SLC-4E, Vandenberg SFB, California, USA",1973-03-09 21:00:00+00:00,Martin Marietta,Retired,,10587.0,12300.0,,2.0,2.0,36.0,,,Low Earth Orbit,1.0,13300.0,1973,USA,March,California
Atlas-SLV3A Agena-D,AFP-720 (Rhyolite-2),Success,"LC-13, Cape Canaveral SFS, Florida, USA",1973-03-06 09:30:00+00:00,General Dynamics,Retired,,,,,2.0,0.0,,,,Geostationary Transfer Orbit,1.0,700.0,1973,USA,March,Florida
Voskhod,Cosmos 551,Success,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1973-03-06 09:20:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Kazakhstan,March,Baikonur Cosmodrome
Voskhod,Cosmos 550,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-03-01 12:40:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,March,Plesetsk Cosmodrome
Cosmos-3M,Cosmos 549,Success,"Site 132/1, Plesetsk Cosmodrome, Russia",1973-02-28 04:37:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,400.0,1973,Russia,February,Plesetsk Cosmodrome
Molniya-M/Block SO-L,Prognoz n°3,Success,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1973-02-15 01:11:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,41.26,2.58,6.74,Molniya Orbit,1.0,845.0,1973,Kazakhstan,February,Baikonur Cosmodrome
Voskhod,Cosmos 548,Success,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-02-08 13:15:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Russia,February,Plesetsk Cosmodrome
Molniya-M/Block L,Molniya-1 n°32,Success,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-02-03 05:48:00+00:00,RVSN USSR,Retired,,4391.0,6200.0,2400.0,4.0,4.0,44.23,2.58,6.74,Molniya Orbit,1.0,1650.0,1973,Kazakhstan,February,Baikonur Cosmodrome
Voskhod,Cosmos 547,Success,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1973-02-01 08:30:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Kazakhstan,February,Baikonur Cosmodrome
Cosmos-3M,Cosmos 546,Success,"Site 107/1, Kapustin Yar, Russia",1973-01-26 11:44:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,800.0,1973,Russia,January,Kapustin Yar
Cosmos-2 (63SM),Cosmos 545,Success,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-01-24 11:44:00+00:00,RVSN USSR,Retired,,636.0,400.0,0.0,2.0,0.0,29.59,1.65,2.99,Low Earth Orbit,1.0,400.0,1973,Russia,January,Plesetsk Cosmodrome
Cosmos-3M,Cosmos 544,Success,"Site 132/1, Plesetsk Cosmodrome, Russia",1973-01-20 03:36:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,400.0,1973,Russia,January,Plesetsk Cosmodrome
Voskhod,Cosmos 543,Success,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1973-01-11 10:00:00+00:00,RVSN USSR,Retired,,4616.0,6001.0,0.0,3.0,4.0,44.63,2.58,7.14,Low Earth Orbit,1.0,6300.0,1973,Kazakhstan,January,Baikonur Cosmodrome
Proton-K/Block D,Luna 21,Success,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1973-01-08 06:55:00+00:00,RVSN USSR,Retired,,8840.0,18900.0,9000.0,4.0,0.0,56.14,3.9,8.9,Trans Lunar Injection,1.0,5665.0,1973,Kazakhstan,January,Baikonur Cosmodrome
Vostok-2M,Cosmos 542,Partial Failure,"Site 43/4, Plesetsk Cosmodrome, Russia",1972-12-28 11:00:00+00:00,RVSN USSR,Retired,,4570.0,5100.0,0.0,3.0,4.0,38.76,2.58,7.14,Low Earth Orbit,1.0,1750.0,1972,Russia,December,Plesetsk Cosmodrome
Soyuz M,Cosmos 541,Success,"Site 41/1, Plesetsk Cosmodrome, Russia",1972-12-27 10:30:00+00:00,RVSN USSR,Retired,,995.0,6600.0,0.0,3.0,4.0,47.8,3.0,7.2,Low Earth Orbit,1.0,6300.0,1972,Russia,December,Plesetsk Cosmodrome
Cosmos-3M,Cosmos 540,Success,"Site 132/2, Plesetsk Cosmodrome, Russia",1972-12-25 23:05:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,8.0,400.0,1972,Russia,December,Plesetsk Cosmodrome
Titan III(24)B,KH-8 37 (Gambit-3 37),Success,"SLC-4W, Vandenberg SFB, California, USA",1972-12-21 17:45:00+00:00,US Air Force,Retired,,2410.0,4000.0,,3.0,0.0,50.0,3.05,,Low Earth Orbit,1.0,3000.0,1972,USA,December,California
Cosmos-3M,Cosmos 539,Success,"Site 132/2, Plesetsk Cosmodrome, Russia",1972-12-21 02:05:00+00:00,RVSN USSR,Retired,,1486.0,1500.0,0.0,2.0,0.0,32.42,2.44,5.72,Low Earth Orbit,1.0,750.0,1972,Russia,December,Plesetsk Cosmodrome
Atlas-SLV3A Agena-D,AFP-827 (Canyon-5),Success,"LC-13, Cape Canaveral SFS, Florida, USA",1972-12-20 22:20:00+00:00,General Dynamics,Retired,,,,,2.0,0.0,,,,Geostationary Transfer Orbit,1.0,700.0,1972,USA,December,Florida
